call_id,agent_id,compliance_score,soft_skills_score,script_adherence,overall_score
C004083,A044,85,93,71,83
C006660,A106,98,79,67,81
C010704,A055,89,85,95,89
C009014,A061,84,94,77,85
C008622,A113,81,85,94,86
C009457,A002,94,73,81,82
C009363,A023,89,92,85,88
C003461,A053,91,66,96,84
C008729,A095,83,89,74,82
C010843,A060,84,81,90,85
C007706,A031,86,88,73,82
C005941,A008,76,77,63,72
C005194,A018,87,65,74,75
C005075,A082,75,68,77,73
C006201,A030,89,92,68,83
C004625,A062,73,71,70,71
C005587,A078,91,67,97,85
C008358,A070,82,85,67,78
C002308,A016,72,77,67,72
C005862,A067,83,88,71,80
C001733,A035,83,93,69,81
C006389,A024,71,81,65,72
C010234,A073,75,78,83,78
C006981,A016,73,85,69,75
C006232,A120,98,99,66,87
C000906,A082,82,82,76,80
C000194,A077,71,69,64,68
C006826,A068,84,91,84,86
C005232,A111,76,66,60,67
C005034,A043,73,68,91,77
C008648,A079,71,95,78,81
C002297,A087,80,65,91,78
C007583,A114,82,79,91,84
C002514,A120,78,73,86,79
C005617,A091,89,96,93,92
C003090,A061,86,87,89,87
C000502,A092,87,86,66,79
C009135,A015,86,66,94,82
C008828,A070,72,97,71,80
C002569,A111,94,98,79,90
C005664,A120,87,99,98,94
C003210,A090,94,88,73,85
C005660,A041,83,97,78,86
C002485,A109,99,93,89,93
C000575,A043,83,97,99,93
C003548,A109,99,94,81,91
C005714,A057,79,99,70,82
C002078,A040,73,67,65,68
C000281,A019,88,91,60,79
C004795,A105,84,66,98,82
C010753,A012,76,81,68,75
C005713,A009,95,75,61,77
C011152,A116,97,75,80,84
C007732,A040,71,68,68,69
C003622,A061,99,92,74,88
C010670,A044,85,99,81,88
C010298,A044,81,79,64,74
C001112,A031,91,92,88,90
C003407,A069,75,69,92,78
C007357,A010,74,75,92,80
C002419,A047,92,87,96,91
C001824,A018,76,94,77,82
C006067,A102,93,75,61,76
C002573,A021,98,68,87,84
C010298,A059,96,99,70,88
C009451,A087,75,96,65,78
C005914,A101,83,66,93,80
C001154,A095,85,85,60,76
C000831,A075,74,83,67,74
C002338,A072,89,70,87,82
C008477,A062,77,67,64,69
C009911,A060,84,65,78,75
C003832,A090,86,94,94,91
C006912,A044,76,89,86,83
C008544,A113,97,80,91,89
C007227,A103,84,88,69,80
C008418,A003,95,66,99,86
C007051,A085,78,71,82,77
C010254,A055,91,81,72,81
C009553,A093,97,81,83,87
C002857,A024,73,92,65,76
C003015,A092,71,66,71,69
C005279,A038,80,66,93,79
C002956,A060,85,84,66,78
C000045,A112,76,90,63,76
C006474,A115,92,98,86,92
C006820,A043,91,77,76,81
C007948,A023,80,75,64,73
C006839,A018,75,79,75,76
C002112,A090,80,86,87,84
C009974,A053,80,91,92,87
C003201,A107,88,88,83,86
C009488,A096,99,97,95,97
C002344,A097,86,77,77,80
C005578,A087,81,74,86,80
C006101,A096,92,80,61,77
C007668,A098,98,74,93,88
C008909,A007,79,95,61,78
C001195,A013,76,86,67,76
C009987,A009,98,89,68,85
C005872,A017,86,76,80,80
C005335,A009,76,85,76,79
C009433,A104,75,92,85,84
C010934,A030,92,65,93,83
C009693,A077,82,71,96,83
C003593,A111,85,74,76,78
C003285,A109,70,92,62,74
C008950,A050,82,75,60,72
C006895,A017,94,70,79,81
C000462,A086,89,91,63,81
C008482,A027,88,68,74,76
C007697,A065,96,89,63,82
C000833,A029,71,82,61,71
C002102,A006,79,87,95,87
C010831,A054,71,81,90,80
C007424,A106,71,73,67,70
C007941,A091,71,82,97,83
C009512,A089,98,91,78,89
C004789,A115,85,65,80,76
C010073,A009,91,85,83,86
C001050,A025,97,80,80,85
C009162,A067,75,87,67,76
C006918,A030,90,75,82,82
C005141,A120,97,90,64,83
C007763,A096,94,84,61,79
C010840,A072,79,93,91,87
C000642,A116,90,92,68,83
C009114,A015,74,75,70,73
C004947,A066,99,68,66,77
C006602,A071,88,84,94,88
C010517,A013,79,71,79,76
C000767,A034,84,69,77,76
C005357,A116,84,92,67,81
C002154,A068,83,79,63,75
C008411,A027,78,83,63,74
C011105,A077,91,85,60,78
C004661,A030,99,65,99,87
C006585,A079,70,73,91,78
C009192,A059,79,95,72,82
C005614,A010,77,93,98,89
C004589,A007,95,96,76,89
C001979,A012,75,68,78,73
C003299,A016,86,85,70,80
C004641,A008,94,97,64,85
C000315,A043,86,82,66,78
C000771,A052,83,78,90,83
C011136,A032,80,67,90,79
C009070,A015,71,77,71,73
C004543,A091,86,67,93,82
C000595,A052,99,69,70,79
C009293,A087,80,86,95,87
C010602,A099,92,81,97,90
C002612,A013,85,66,94,81
C010124,A051,72,96,89,85
C009297,A025,92,91,85,89
C004905,A039,95,74,85,84
C007185,A033,81,65,81,75
C010467,A011,75,98,88,87
C004013,A115,74,74,97,81
C003720,A006,98,77,86,87
C005010,A115,85,82,62,76
C004140,A050,81,68,75,74
C004797,A114,85,67,78,76
C003848,A077,78,81,79,79
C004216,A023,86,91,67,81
C003692,A089,73,69,66,69
C006518,A044,82,70,76,76
C004484,A118,85,77,75,79
C002848,A108,74,97,73,81
C001823,A085,85,96,63,81
C005084,A092,99,87,77,87
C010922,A025,93,96,88,92
C006145,A025,85,65,63,71
C011048,A108,93,85,66,81
C008134,A082,83,97,86,88
C003527,A095,87,77,87,83
C004390,A049,79,80,83,80
C001651,A058,89,94,86,89
C002303,A115,82,98,61,80
C008742,A057,96,82,73,83
C011124,A067,84,76,96,85
C008976,A094,90,74,84,82
C009460,A035,78,82,74,78
C001155,A035,91,87,74,84
C010060,A062,81,76,88,81
C009660,A046,81,83,80,81
C004071,A092,94,97,96,95
C006582,A087,72,95,76,81
C002057,A035,71,65,65,67
C005912,A013,92,69,74,78
C002883,A030,77,91,61,76
C010769,A014,70,72,91,77
C005133,A019,78,77,67,74
C004536,A059,96,66,94,85
C008956,A113,71,89,90,83
C001677,A015,84,82,64,76
C001912,A065,94,90,62,82
C004134,A037,95,93,95,94
C003747,A049,94,87,65,82
C000510,A111,78,68,76,74
C009281,A040,84,68,79,77
C009249,A098,83,95,80,86
C004477,A018,81,83,63,75
C006841,A081,74,80,81,78
C000003,A031,75,94,88,85
C001431,A044,71,84,84,79
C008603,A043,78,96,74,82
C006173,A038,77,91,78,82
C003602,A055,90,81,96,89
C001447,A029,87,88,76,83
C008190,A045,73,76,90,79
C010791,A075,74,68,94,78
C010892,A097,77,98,89,88
C005238,A006,70,82,95,82
C009265,A065,71,86,82,79
C010533,A062,98,82,73,84
C003069,A093,89,79,89,85
C005035,A058,92,75,99,88
C001933,A003,93,73,98,88
C003447,A078,70,94,90,84
C001043,A052,93,97,66,85
C009930,A030,94,74,87,85
C007603,A092,78,91,80,83
C000722,A116,80,87,86,84
C004891,A009,73,92,67,77
C011103,A049,99,89,64,84
C010832,A040,92,67,88,82
C010705,A049,92,90,82,88
C001250,A019,92,70,96,86
C008030,A064,79,88,90,85
C005219,A066,98,78,79,85
C006269,A088,97,68,60,75
C001850,A031,85,90,67,80
C010181,A062,72,98,91,87
C010729,A102,84,88,90,87
C006192,A063,81,72,72,75
C010509,A103,80,93,70,81
C007057,A030,71,94,81,82
C004023,A025,75,98,85,86
C005622,A007,77,71,80,76
C010161,A110,74,82,95,83
C007024,A003,73,66,97,78
C007921,A019,77,96,65,79
C004629,A051,98,68,76,80
C004268,A047,89,97,76,87
C010622,A043,94,95,87,92
C003314,A061,98,76,88,87
C008745,A048,99,70,83,84
C003759,A099,70,67,77,71
C007549,A090,74,73,63,70
C005596,A005,96,68,66,76
C008523,A106,84,70,97,83
C007821,A015,88,67,96,83
C011078,A077,89,88,80,85
C000280,A054,90,67,68,75
C007231,A115,78,89,87,84
C003996,A119,97,96,89,94
C005910,A076,73,87,94,84
C007167,A004,87,88,92,89
C007087,A078,85,81,63,76
C009126,A072,78,97,92,89
C006100,A032,83,81,96,86
C005900,A051,94,73,80,82
C005524,A030,92,85,75,84
C010069,A034,92,82,61,78
C004601,A095,97,74,84,85
C006794,A057,77,88,83,82
C006619,A060,73,67,96,78
C002171,A116,94,80,81,85
C006407,A105,71,97,80,82
C007341,A076,96,79,81,85
C006233,A113,91,72,73,78
C002195,A040,76,85,70,77
C000467,A013,74,69,68,70
C000798,A067,87,98,96,93
C002918,A087,82,95,76,84
C011220,A056,84,77,94,85
C002815,A017,84,93,85,87
C002435,A051,84,98,86,89
C002023,A003,77,92,91,86
C004385,A104,76,75,73,74
C001164,A027,89,65,67,73
C006221,A018,86,85,81,84
C007889,A041,87,68,83,79
C005041,A085,87,83,70,80
C010873,A067,96,88,86,90
C001858,A016,92,65,64,73
C009492,A016,75,83,89,82
C009003,A117,87,86,64,79
C008328,A049,86,95,63,81
C006244,A041,87,90,86,87
C001137,A008,84,73,90,82
C008907,A025,88,99,83,90
C000757,A093,83,72,63,72
C006468,A053,86,90,97,91
C003880,A075,90,98,69,85
C004617,A076,70,87,84,80
C006458,A086,88,89,80,85
C010053,A010,95,89,77,87
C005482,A027,83,86,85,84
C003933,A085,90,85,71,82
C004300,A013,79,67,67,71
C001163,A009,90,96,60,82
C011106,A047,72,89,64,75
C001249,A018,77,79,82,79
C009423,A084,83,78,60,73
C009873,A052,76,79,84,79
C007948,A051,95,92,68,85
C002198,A036,89,98,84,90
C009531,A047,86,87,81,84
C003840,A048,88,79,69,78
C004562,A006,84,85,80,83
C009675,A082,96,68,79,81
C000450,A042,91,71,80,80
C002765,A038,91,89,94,91
C005944,A094,78,77,65,73
C005967,A030,89,76,67,77
C008361,A038,92,67,81,80
C002496,A019,88,94,87,89
C007479,A103,99,92,71,87
C005935,A062,95,95,62,84
C003264,A035,99,95,94,96
C009922,A052,71,66,86,74
C004393,A010,77,83,77,79
C003555,A044,75,67,99,80
C009435,A115,90,74,67,77
C008353,A064,96,84,77,85
C006970,A112,85,85,78,82
C004575,A063,81,67,90,79
C001092,A006,75,91,75,80
C002330,A022,84,97,72,84
C007953,A055,90,84,73,82
C008524,A005,77,91,65,77
C004458,A102,87,65,98,83
C003043,A042,97,94,66,85
C008615,A014,83,74,82,79
C004095,A033,75,89,75,79
C002010,A082,79,67,97,81
C000871,A101,76,81,83,80
C002396,A111,80,78,80,79
C007449,A001,81,82,84,82
C004256,A071,90,97,74,87
C002928,A074,73,71,84,76
C008112,A013,83,89,88,86
C009171,A111,75,77,68,73
C007560,A088,98,86,70,84
C000926,A036,94,92,72,86
C002160,A012,78,92,61,77
C006616,A120,99,75,91,88
C010608,A034,88,67,67,74
C003100,A095,91,84,60,78
C005839,A016,79,67,89,78
C007432,A002,75,85,81,80
C002756,A049,75,83,69,75
C000968,A073,76,86,97,86
C009638,A048,94,90,94,92
C008542,A063,87,67,60,71
C003931,A057,93,86,62,80
C002662,A115,94,88,62,81
C009026,A007,85,99,68,84
C007537,A094,75,82,64,73
C006990,A091,89,73,73,78
C008845,A025,72,79,93,81
C002202,A056,75,93,60,76
C001484,A016,80,83,81,81
C009848,A036,94,65,88,82
C003499,A106,77,84,86,82
C005994,A075,87,86,72,81
C007134,A058,76,81,96,84
C006013,A102,90,65,82,79
C001846,A046,95,74,73,80
C011119,A042,82,96,88,88
C010829,A003,84,78,64,75
C010561,A046,74,90,61,75
C002359,A028,93,87,69,83
C005014,A057,90,96,61,82
C001645,A111,73,75,86,78
C000016,A043,84,77,94,85
C008029,A114,71,69,84,74
C002435,A086,88,79,83,83
C009257,A036,75,67,61,67
C002072,A035,89,87,79,85
C007715,A017,80,82,75,79
C011138,A074,95,79,84,86
C007204,A041,87,85,93,88
C003351,A041,76,75,96,82
C000457,A052,74,70,64,69
C004614,A090,80,69,70,73
C008129,A035,86,95,97,92
C007117,A106,80,92,79,83
C001693,A062,97,73,61,77
C000265,A035,82,84,98,88
C010162,A079,83,75,73,77
C011003,A032,98,98,70,88
C005907,A072,95,98,73,88
C009865,A053,73,81,89,81
C004569,A027,82,91,80,84
C007635,A108,71,81,81,77
C006872,A049,91,74,68,77
C000933,A008,84,97,82,87
C005219,A073,81,65,99,81
C003853,A004,86,72,74,77
C008574,A015,70,76,68,71
C007068,A097,90,65,90,81
C003108,A011,95,81,87,87
C002510,A077,87,99,61,82
C002743,A064,91,95,84,90
C003479,A034,77,78,91,82
C011220,A086,87,72,85,81
C004525,A054,88,98,77,87
C005633,A032,96,72,61,76
C001906,A061,77,78,63,72
C003943,A069,87,97,66,83
C010753,A091,75,81,70,75
C010186,A082,73,96,79,82
C010999,A021,87,84,84,85
C001858,A063,85,80,96,87
C001829,A047,72,71,92,78
C009898,A088,98,68,63,76
C011045,A112,92,65,61,72
C000125,A113,93,79,75,82
C002537,A040,96,82,88,88
C004015,A105,74,99,87,86
C002555,A005,91,97,84,90
C004168,A009,94,95,84,91
C007769,A007,87,88,67,80
C002490,A053,93,72,78,81
C011025,A004,74,97,91,87
C002463,A049,99,76,90,88
C009007,A013,81,99,65,81
C010719,A031,94,91,88,91
C007123,A042,96,65,67,76
C000962,A013,77,71,93,80
C010117,A100,84,80,83,82
C009709,A050,96,86,63,81
C009839,A011,96,95,93,94
C000930,A013,81,87,82,83
C008603,A050,80,82,92,84
C006449,A038,84,96,83,87
C000142,A102,76,70,94,80
C004416,A015,86,68,98,84
C005936,A051,78,87,83,82
C006502,A060,80,70,91,80
C001047,A078,99,66,99,88
C006427,A103,94,88,84,88
C002425,A058,93,95,84,90
C010197,A045,74,87,74,78
C006745,A111,95,99,68,87
C007790,A097,77,66,87,76
C009825,A083,98,81,87,88
C000085,A021,81,97,69,82
C006551,A116,73,71,63,69
C005981,A008,78,96,81,85
C001679,A047,90,71,77,79
C002153,A094,89,82,73,81
C002082,A050,72,70,67,69
C006586,A108,77,95,82,84
C010258,A043,95,72,78,81
C002999,A107,72,87,74,77
C001753,A075,84,71,75,76
C005141,A056,94,98,65,85
C002103,A103,82,96,91,89
C007962,A079,84,93,99,92
C009802,A007,70,80,65,71
C000031,A021,77,76,94,82
C010779,A041,99,85,74,86
C001884,A073,79,91,97,89
C000010,A075,99,82,88,89
C009558,A094,90,77,77,81
C010687,A088,87,69,60,72
C009601,A016,90,98,62,83
C001017,A002,88,74,63,75
C001689,A094,72,83,93,82
C010915,A063,88,83,76,82
C008755,A077,93,86,92,90
C006052,A045,80,97,81,86
C007308,A084,70,66,89,75
C000565,A014,81,93,89,87
C002107,A006,86,83,85,84
C007626,A064,94,87,78,86
C000320,A028,86,88,91,88
C005311,A086,70,97,87,84
C003911,A009,79,77,87,81
C000819,A112,82,81,65,76
C010458,A105,80,66,60,68
C009773,A094,91,83,62,78
C002469,A077,90,86,61,79
C007795,A089,90,86,73,83
C006111,A052,96,86,75,85
C002025,A083,80,78,68,75
C000263,A036,91,96,84,90
C007534,A056,75,88,80,81
C010518,A094,72,80,81,77
C007342,A035,93,68,68,76
C009007,A015,81,85,95,87
C002087,A081,73,81,98,84
C010847,A086,80,94,69,81
C008277,A048,91,99,98,96
C002450,A028,86,69,70,75
C001767,A054,90,87,64,80
C000075,A004,81,85,72,79
C002757,A029,99,76,98,91
C008408,A001,86,91,73,83
C006445,A027,93,70,98,87
C010058,A084,88,85,67,80
C004342,A047,99,75,61,78
C002513,A061,74,82,68,74
C008484,A099,81,80,84,81
C003385,A106,79,65,79,74
C008692,A076,79,95,84,86
C000308,A008,91,94,89,91
C002254,A011,92,93,69,84
C005008,A011,80,75,79,78
C010381,A094,82,71,82,78
C000616,A030,88,80,65,77
C000049,A082,81,79,93,84
C009756,A080,72,70,73,71
C009858,A064,87,89,79,85
C009277,A050,96,69,64,76
C007871,A027,81,78,65,74
C003382,A027,72,77,61,70
C001286,A042,90,76,97,87
C004576,A018,96,85,62,81
C005939,A063,94,72,62,76
C007261,A115,84,73,67,74
C000011,A074,98,79,61,79
C004194,A047,85,67,85,79
C011156,A107,77,84,78,79
C002857,A025,84,72,67,74
C002748,A050,94,96,84,91
C004021,A118,84,84,69,79
C002760,A039,83,81,90,84
C006052,A032,97,96,86,93
C010961,A082,86,80,93,86
C005245,A050,97,99,82,92
C011090,A088,99,80,61,80
C002519,A095,90,85,67,80
C010405,A014,71,99,60,76
C006467,A101,83,85,89,85
C008378,A012,83,68,71,74
C003827,A022,93,98,70,87
C003259,A031,99,87,61,82
C004136,A083,77,97,75,83
C005274,A026,79,98,90,89
C002021,A082,74,99,68,80
C008590,A102,92,95,94,93
C006890,A101,86,72,97,85
C001596,A116,91,73,64,76
C003636,A032,79,92,99,90
C010356,A032,81,65,64,70
C006044,A058,75,83,89,82
C007993,A073,71,66,63,66
C006229,A087,83,77,77,79
C011029,A010,76,79,62,72
C006316,A066,84,77,97,86
C006372,A050,99,88,88,91
C000377,A103,85,74,60,73
C000196,A011,93,78,85,85
C007353,A046,77,99,98,91
C011170,A108,94,74,79,82
C006987,A050,93,89,95,92
C009977,A056,80,92,69,80
C001916,A086,82,79,96,85
C007089,A062,90,72,89,83
C000730,A070,95,78,82,85
C003115,A090,91,80,89,86
C004802,A068,98,99,71,89
C003598,A011,84,92,74,83
C006997,A114,70,70,93,77
C005139,A066,97,92,92,93
C009879,A034,96,92,98,95
C000872,A014,90,94,75,86
C004524,A118,96,73,91,86
C008377,A066,97,74,61,77
C003214,A067,78,65,79,74
C006057,A003,70,71,95,78
C007721,A091,97,71,80,82
C010652,A038,79,81,77,79
C004010,A008,77,90,93,86
C001476,A055,97,75,63,78
C010360,A110,96,92,96,94
C004919,A074,92,79,89,86
C007629,A093,87,94,94,91
C004863,A062,73,98,76,82
C002245,A077,93,65,92,83
C008010,A101,99,77,96,90
C000180,A040,94,72,86,84
C002498,A104,88,94,84,88
C009104,A025,84,97,93,91
C004522,A075,79,94,69,80
C001602,A032,91,86,61,79
C011047,A098,73,76,69,72
C010225,A055,97,75,76,82
C000930,A076,83,91,64,79
C008543,A081,93,82,96,90
C006559,A079,95,77,84,85
C002711,A001,89,96,79,88
C008831,A038,91,82,94,89
C005690,A032,95,81,90,88
C007274,A086,70,81,62,71
C005266,A082,83,95,85,87
C005659,A030,95,65,86,82
C008274,A100,86,87,74,82
C005487,A003,70,83,68,73
C006329,A020,99,94,60,84
C004757,A075,95,94,79,89
C004856,A062,89,82,93,88
C005035,A066,90,92,65,82
C008112,A043,91,77,97,88
C005557,A041,96,82,91,89
C000136,A042,93,99,93,95
C010159,A091,99,67,64,76
C004598,A043,99,99,95,97
C005001,A093,72,70,85,75
C009536,A114,93,72,78,81
C010312,A060,78,77,66,73
C009988,A112,96,96,84,92
C001660,A015,96,88,63,82
C008839,A057,92,66,90,82
C001734,A104,75,67,67,69
C003474,A102,91,92,96,93
C007919,A099,87,69,85,80
C005441,A058,80,94,66,80
C008317,A048,96,70,98,88
C007356,A003,86,79,94,86
C008126,A052,90,85,65,80
C010779,A092,96,66,73,78
C002186,A097,80,95,94,89
C010673,A054,86,68,70,74
C009451,A111,80,74,92,82
C002098,A112,98,90,64,84
C004333,A064,82,92,96,90
C001586,A041,80,85,68,77
C009490,A099,86,88,75,83
C007699,A003,83,71,82,78
C002840,A077,93,73,85,83
C002817,A022,99,69,99,89
C005912,A099,90,69,77,78
C007797,A047,96,90,77,87
C004727,A018,82,89,69,80
C007218,A119,85,85,60,76
C009679,A106,80,73,69,74
C000745,A041,85,85,91,87
C000737,A085,83,71,71,75
C008295,A017,95,77,97,89
C008783,A019,83,70,78,77
C001296,A087,90,68,73,77
C003546,A112,84,71,62,72
C009154,A094,89,67,74,76
C001308,A103,93,77,86,85
C000111,A119,94,87,87,89
C003065,A019,85,73,76,78
C009369,A039,79,71,94,81
C000260,A014,89,98,74,87
C000204,A036,84,76,72,77
C000424,A041,89,78,98,88
C002013,A102,93,96,68,85
C003106,A071,97,95,62,84
C005012,A001,88,73,82,81
C001161,A077,97,81,80,86
C009806,A117,94,91,94,93
C005033,A059,77,91,93,87
C001731,A101,80,70,85,78
C010862,A082,80,73,75,76
C003121,A062,99,96,71,88
C009233,A110,93,94,97,94
C004517,A087,97,97,69,87
C006793,A097,96,74,88,86
C001384,A011,74,70,95,79
C010816,A038,91,80,77,82
C011035,A014,75,67,83,75
C006149,A042,97,70,65,77
C007360,A096,93,77,91,87
C010362,A056,86,86,83,85
C007138,A101,99,75,65,79
C001421,A086,82,94,64,80
C008243,A087,79,75,73,75
C009881,A042,92,92,89,91
C010640,A086,93,98,85,92
C000698,A093,75,74,92,80
C001039,A030,87,79,62,76
C003297,A007,93,95,78,88
C006326,A055,90,68,76,78
C000432,A118,89,84,94,89
C008017,A078,89,82,60,77
C003461,A097,70,93,66,76
C002231,A114,80,87,84,83
C007685,A017,83,85,75,81
C001452,A038,84,86,79,83
C001552,A007,80,81,85,82
C007097,A067,76,68,67,70
C004600,A073,82,79,63,74
C005771,A057,77,83,90,83
C010634,A061,97,76,65,79
C006411,A041,73,85,80,79
C009211,A095,77,68,95,80
C010244,A086,84,72,83,79
C003634,A089,88,78,91,85
C000778,A043,88,82,72,80
C009609,A113,96,90,78,88
C007776,A032,95,98,90,94
C009777,A022,81,87,64,77
C002012,A017,97,83,98,92
C007823,A047,80,99,95,91
C004669,A095,99,85,71,85
C007565,A100,98,78,88,88
C010461,A118,72,84,85,80
C000685,A059,94,96,83,91
C000419,A088,96,73,88,85
C004889,A013,82,89,74,81
C000614,A108,80,76,78,78
C003988,A093,79,95,79,84
C001585,A065,75,88,62,75
C000520,A115,79,96,84,86
C000816,A052,92,90,88,90
C010383,A034,96,95,86,92
C010948,A012,86,93,63,80
C004987,A028,86,92,90,89
C009189,A090,87,84,70,80
C009587,A054,79,95,98,90
C005606,A098,77,74,64,71
C005999,A042,81,91,67,79
C002175,A117,99,80,92,90
C006873,A095,91,99,83,91
C009108,A101,80,76,92,82
C003330,A049,72,96,95,87
C001587,A012,95,78,77,83
C004235,A115,81,95,82,86
C005340,A097,85,86,96,89
C006605,A075,71,94,75,80
C009541,A008,75,76,69,73
C005722,A120,80,99,78,85
C001061,A023,80,76,62,72
C008857,A047,88,78,74,80
C010585,A089,88,91,90,89
C009510,A036,99,73,78,83
C011046,A005,73,75,96,81
C000580,A052,80,76,94,83
C000595,A025,95,76,83,84
C007925,A098,99,85,94,92
C003672,A001,73,86,74,77
C004577,A068,80,71,74,75
C010405,A095,82,95,97,91
C008241,A016,89,83,61,77
C009966,A047,91,75,96,87
C004324,A075,82,90,60,77
C004020,A044,73,69,95,79
C007067,A039,99,76,76,83
C008250,A044,74,88,81,81
C005286,A118,78,69,99,82
C007421,A058,78,71,78,75
C000346,A022,76,99,80,85
C002927,A010,73,79,90,80
C000909,A026,85,76,65,75
C003032,A097,78,71,83,77
C003359,A007,71,95,74,80
C002019,A006,79,66,65,70
C008775,A064,96,65,63,74
C009883,A091,92,68,84,81
C000395,A068,94,88,82,88
C005147,A073,89,66,81,78
C009702,A111,77,70,93,80
C010757,A062,84,82,68,78
C006227,A105,93,80,78,83
C007221,A026,88,89,67,81
C002265,A114,80,92,85,85
C009341,A110,70,68,89,75
C004504,A108,89,81,91,87
C001627,A014,95,69,76,80
C006679,A012,87,98,97,94
C007811,A082,74,69,88,77
C010288,A069,87,86,97,90
C002657,A075,88,91,99,92
C002571,A033,91,86,84,87
C006091,A001,74,66,75,71
C000643,A068,78,97,74,83
C006005,A031,77,93,76,82
C010324,A030,72,85,76,77
C008552,A059,95,77,90,87
C005924,A109,70,97,83,83
C008391,A073,80,95,86,87
C002540,A032,73,65,63,67
C007696,A061,96,99,85,93
C008589,A007,81,76,93,83
C008756,A005,82,97,77,85
C009984,A011,92,98,79,89
C001199,A022,71,67,94,77
C003424,A006,91,90,65,82
C006693,A076,97,98,93,96
C007648,A026,73,85,68,75
C005010,A035,81,95,62,79
C002125,A007,85,95,61,80
C011141,A079,79,89,68,78
C000677,A119,96,93,80,89
C003606,A096,79,93,80,84
C005353,A118,73,92,83,82
C004762,A026,90,92,92,91
C004878,A032,90,84,65,79
C008921,A066,74,76,97,82
C006901,A078,74,71,63,69
C002861,A043,84,88,63,78
C000722,A035,95,73,70,79
C007655,A062,79,78,60,72
C010942,A107,99,73,78,83
C008770,A078,71,83,80,78
C007160,A006,85,85,64,78
C002205,A023,81,89,77,82
C001215,A004,85,97,77,86
C005253,A093,97,70,87,84
C003323,A074,96,83,95,91
C002487,A003,88,81,72,80
C003870,A052,76,79,88,81
C005114,A110,94,96,61,83
C008001,A078,78,65,99,80
C004321,A051,72,91,65,76
C002486,A008,96,79,69,81
C008491,A102,72,74,82,76
C003412,A036,96,85,79,86
C005404,A107,85,95,80,86
C007142,A104,86,69,77,77
C005135,A025,82,93,75,83
C004340,A109,97,92,72,87
C009727,A020,81,77,96,84
C006682,A101,71,78,78,75
C004826,A117,90,73,66,76
C004848,A108,96,99,90,95
C007453,A027,72,69,70,70
C006559,A056,94,71,69,78
C005232,A025,94,95,71,86
C008189,A079,76,73,61,70
C003732,A029,70,74,90,78
C004101,A045,85,76,85,82
C000858,A045,86,88,76,83
C002256,A095,77,96,97,90
C009457,A037,74,73,70,72
C001390,A069,97,87,84,89
C008103,A102,82,78,88,82
C008866,A017,94,79,76,83
C002656,A117,73,88,98,86
C005388,A067,87,87,70,81
C006489,A016,95,72,63,76
C008606,A111,92,99,92,94
C000781,A111,80,88,60,76
C003633,A009,82,86,76,81
C007900,A013,90,86,75,83
C009357,A042,78,88,97,87
C010944,A075,90,78,68,78
C006404,A071,75,78,80,77
C002958,A078,93,96,84,91
C001745,A001,77,77,79,77
C005957,A018,73,96,93,87
C010330,A023,87,81,73,80
C011035,A040,79,87,96,87
C008093,A033,82,94,90,88
C003291,A047,86,77,62,75
C006662,A092,86,96,87,89
C008591,A066,72,95,75,80
C009390,A043,72,71,64,69
C009738,A075,92,81,78,83
C002913,A064,96,68,95,86
C002185,A018,76,80,82,79
C004721,A050,93,68,93,84
C002384,A090,77,72,82,77
C001740,A033,83,85,73,80
C000887,A103,97,91,95,94
C005871,A080,93,93,83,89
C000290,A078,84,75,98,85
C007840,A072,86,77,74,79
C001859,A003,82,71,73,75
C008955,A048,81,72,87,80
C000629,A026,83,74,95,84
C001884,A054,95,90,90,91
C002124,A099,93,71,72,78
C008849,A021,80,67,73,73
C002446,A061,89,91,94,91
C010748,A099,79,89,99,89
C002943,A042,83,72,66,73
C000471,A008,74,75,84,77
C001531,A113,94,85,61,80
C009536,A008,85,70,79,78
C006922,A024,73,78,65,72
C010280,A082,78,82,83,81
C007444,A072,94,72,97,87
C004473,A088,70,91,64,75
C009162,A098,95,74,86,85
C006811,A039,72,91,74,79
C006755,A008,73,95,85,84
C002111,A012,96,66,68,76
C007934,A020,84,69,62,71
C001501,A059,91,76,84,83
C001876,A053,96,98,82,92
C001415,A005,91,85,85,87
C004037,A031,85,72,68,75
C008440,A070,75,86,88,83
C008002,A075,76,88,64,76
C004224,A061,87,79,77,81
C001056,A070,75,80,78,77
C005206,A073,97,79,90,88
C002829,A024,83,89,77,83
C011228,A052,81,86,90,85
C000775,A038,76,90,81,82
C007305,A062,96,93,70,86
C001566,A013,80,76,70,75
C003233,A118,80,86,77,81
C006434,A092,96,66,75,79
C005334,A082,82,87,66,78
C003712,A084,74,89,68,77
C009650,A029,78,92,84,84
C002250,A050,70,95,94,86
C009434,A030,81,66,99,82
C004606,A028,88,81,84,84
C009084,A112,73,76,90,79
C008767,A067,77,83,67,75
C006210,A089,95,96,67,86
C008096,A026,79,84,60,74
C002788,A028,82,91,65,79
C009866,A063,85,90,86,87
C005545,A105,88,82,81,83
C005484,A117,87,83,62,77
C009398,A043,96,74,87,85
C006600,A041,75,85,88,82
C007330,A110,70,88,90,82
C006552,A061,70,84,67,73
C008913,A004,75,65,87,75
C002225,A015,72,70,77,73
C007591,A067,97,91,98,95
C010276,A098,75,69,62,68
C006996,A081,91,65,98,84
C004608,A118,96,72,61,76
C005710,A019,84,88,94,88
C000626,A106,90,85,79,84
