date,agent_id,queue,talk_time_sec,hold_time_sec,acw_time_sec,aht_sec
2024-02-01,A064,Support,361,80,60,502
2024-03-20,A120,Support,473,112,98,684
2024-02-05,A076,Retention,524,64,136,726
2024-03-28,A098,Retention,409,36,106,552
2024-03-17,A091,Retention,581,53,40,675
2024-02-01,A058,Support,364,55,51,470
2024-01-10,A046,Retention,478,73,68,620
2024-03-29,A026,Retention,451,57,58,567
2024-02-06,A004,Support,383,57,100,542
2024-03-03,A035,Support,513,79,110,703
2024-02-20,A053,Support,349,47,110,508
2024-01-07,A097,Support,411,31,107,550
2024-03-24,A062,Retention,526,49,66,642
2024-03-02,A091,Support,422,48,146,616
2024-02-01,A012,Support,473,55,83,612
2024-02-24,A003,Support,334,23,58,417
2024-01-09,A077,Support,446,87,87,620
2024-03-13,A008,Retention,377,55,95,529
2024-02-19,A106,Retention,471,73,145,690
2024-02-06,A119,Retention,523,63,92,680
2024-01-02,A033,Retention,487,58,133,679
2024-02-22,A020,Retention,528,60,89,679
2024-01-04,A045,Support,408,44,60,512
2024-03-17,A096,Retention,494,74,89,658
2024-03-29,A038,Support,318,68,129,516
2024-02-14,A005,Support,543,84,86,714
2024-02-07,A083,Retention,572,59,18,649
2024-01-04,A048,Support,459,79,80,619
2024-03-04,A012,Support,411,53,103,567
2024-03-05,A085,Retention,684,67,102,853
2024-02-28,A073,Support,438,70,81,590
2024-01-30,A116,Support,430,47,56,534
2024-01-27,A056,Support,469,97,78,645
2024-03-02,A114,Retention,483,71,55,610
2024-02-12,A037,Support,408,62,90,561
2024-02-17,A120,Retention,435,71,95,601
2024-01-25,A074,Retention,544,54,79,678
2024-01-28,A074,Retention,574,72,100,748
2024-01-07,A064,Support,479,69,43,592
2024-02-12,A021,Retention,563,63,60,687
2024-02-01,A017,Retention,543,67,123,734
2024-03-24,A046,Retention,588,54,96,739
2024-03-26,A108,Support,356,31,67,455
2024-02-09,A044,Retention,579,44,96,719
2024-03-21,A115,Retention,471,77,78,626
2024-01-04,A081,Retention,351,58,114,523
2024-03-21,A032,Retention,542,84,127,754
2024-03-18,A063,Support,388,79,130,598
2024-02-08,A100,Retention,523,55,98,678
2024-02-14,A026,Support,295,80,42,418
2024-02-14,A086,Retention,528,40,99,668
2024-02-05,A020,Support,520,94,54,669
2024-03-28,A006,Support,341,31,87,460
2024-01-18,A052,Support,453,42,125,622
2024-02-06,A001,Retention,601,58,78,738
2024-03-05,A030,Retention,439,43,133,616
2024-02-19,A117,Support,406,81,65,554
2024-02-21,A056,Support,362,66,122,551
2024-02-20,A035,Retention,514,87,67,669
2024-02-06,A120,Support,405,58,100,564
2024-01-15,A105,Retention,489,42,67,599
2024-03-18,A050,Support,396,-14,73,455
2024-02-06,A098,Support,385,64,87,537
2024-02-18,A002,Retention,509,64,72,647
2024-02-06,A103,Retention,487,82,57,628
2024-02-02,A112,Retention,431,54,87,573
2024-02-11,A019,Support,312,49,65,427
2024-03-06,A046,Support,368,62,85,516
2024-02-16,A055,Support,478,26,104,609
2024-01-26,A069,Support,497,72,42,613
2024-03-22,A025,Support,407,93,91,592
2024-03-01,A091,Retention,577,34,87,699
2024-03-12,A012,Support,507,71,93,672
2024-03-07,A049,Retention,527,69,131,728
2024-02-11,A050,Support,442,22,134,600
2024-02-09,A027,Retention,644,50,145,841
2024-01-05,A010,Support,346,67,118,532
2024-03-08,A071,Retention,514,32,113,660
2024-02-03,A033,Support,525,60,106,692
2024-01-15,A068,Retention,549,76,104,730
2024-01-11,A015,Support,374,67,74,517
2024-01-15,A057,Retention,425,64,39,528
2024-01-11,A104,Support,425,61,69,556
2024-03-17,A015,Retention,455,103,54,613
2024-02-19,A051,Support,466,86,77,630
2024-03-17,A067,Support,433,69,141,644
2024-03-24,A057,Retention,539,28,103,671
2024-01-04,A050,Retention,540,68,65,674
2024-01-14,A054,Support,515,52,69,637
2024-02-28,A067,Support,401,61,25,488
2024-01-11,A039,Retention,598,32,99,729
2024-03-06,A045,Retention,446,57,92,596
2024-03-16,A019,Support,446,42,104,592
2024-02-15,A086,Support,412,41,59,513
2024-02-09,A081,Support,365,58,65,489
2024-03-22,A049,Retention,534,51,55,641
2024-02-12,A089,Support,435,49,88,572
2024-02-21,A008,Retention,521,45,113,680
2024-02-21,A080,Support,433,95,65,593
2024-01-03,A108,Support,430,45,60,536
2024-03-22,A066,Retention,629,39,54,724
2024-03-01,A036,Support,399,51,60,511
2024-03-03,A046,Retention,490,39,71,601
2024-03-24,A051,Support,375,42,145,563
2024-03-12,A043,Retention,508,45,76,630
2024-01-12,A001,Retention,528,61,77,667
2024-03-02,A102,Support,423,71,61,556
2024-03-03,A117,Retention,520,61,66,648
2024-03-27,A112,Support,494,82,100,677
2024-03-14,A004,Support,449,65,91,606
2024-01-04,A056,Support,430,56,78,565
2024-01-14,A102,Support,428,69,47,545
2024-03-15,A033,Support,402,57,125,585
2024-02-18,A062,Support,596,32,87,717
2024-03-19,A059,Retention,510,72,78,661
2024-02-19,A106,Support,501,50,68,620
2024-03-02,A060,Support,508,24,56,590
2024-02-08,A078,Support,413,66,108,587
2024-02-02,A023,Retention,488,56,86,631
2024-02-05,A027,Retention,410,68,115,593
2024-01-02,A033,Support,509,29,108,648
2024-02-17,A036,Retention,541,72,70,684
2024-01-22,A112,Retention,461,55,103,620
2024-03-02,A066,Retention,546,50,85,682
2024-01-16,A101,Retention,384,84,79,549
2024-01-25,A056,Retention,514,48,93,656
2024-01-05,A116,Support,421,61,99,583
2024-03-12,A072,Support,216,63,111,391
2024-02-01,A002,Support,471,87,119,678
2024-02-14,A046,Retention,453,49,76,579
2024-03-02,A071,Retention,503,93,95,693
2024-01-12,A025,Retention,486,60,79,627
2024-02-01,A009,Support,455,51,97,604
2024-02-02,A043,Support,433,34,79,546
2024-03-04,A117,Support,366,59,75,501
2024-01-21,A100,Retention,440,59,81,581
2024-03-22,A049,Support,446,25,20,491
2024-03-09,A042,Retention,606,44,74,725
2024-02-08,A108,Retention,568,87,97,753
2024-03-01,A090,Retention,440,68,172,681
2024-02-07,A120,Support,443,83,126,654
2024-03-21,A032,Retention,530,39,76,646
2024-01-28,A012,Support,403,66,120,589
2024-03-30,A113,Support,501,48,79,629
2024-02-26,A102,Retention,500,51,106,657
2024-01-09,A037,Support,420,42,71,534
2024-01-20,A042,Retention,498,76,115,690
2024-02-27,A011,Support,421,47,84,553
2024-02-18,A109,Support,436,28,104,570
2024-01-08,A083,Support,474,20,86,581
2024-03-01,A104,Support,351,47,89,488
2024-02-08,A077,Retention,443,105,84,632
2024-02-23,A120,Retention,531,84,126,742
2024-02-05,A063,Support,413,54,108,576
2024-01-30,A007,Support,457,53,96,607
2024-01-25,A064,Support,390,59,88,538
2024-01-16,A092,Support,439,30,67,536
2024-01-20,A066,Support,378,84,99,562
2024-02-26,A018,Retention,595,42,58,696
2024-03-07,A110,Support,469,81,76,626
2024-02-28,A084,Support,502,53,92,648
2024-01-13,A031,Retention,564,84,101,750
2024-02-14,A076,Retention,570,74,45,691
2024-02-29,A017,Support,389,88,94,572
2024-01-18,A057,Retention,565,72,146,785
2024-02-03,A021,Retention,541,46,140,728
2024-02-25,A085,Support,455,87,124,667
2024-02-11,A024,Retention,507,36,62,606
2024-02-15,A119,Retention,601,55,73,729
2024-03-07,A077,Retention,581,45,113,739
2024-01-15,A101,Retention,528,28,94,651
2024-03-20,A048,Retention,469,49,68,587
2024-02-17,A065,Retention,509,86,81,677
2024-01-17,A100,Retention,470,58,25,555
2024-03-20,A081,Retention,580,77,109,767
2024-03-13,A059,Support,422,49,65,537
2024-01-21,A045,Retention,569,48,127,745
2024-02-09,A079,Support,469,19,118,607
2024-03-10,A008,Retention,529,52,138,721
2024-02-17,A066,Support,476,43,59,580
2024-03-27,A025,Retention,584,40,79,704
2024-03-01,A019,Retention,525,70,92,689
2024-03-19,A101,Support,504,56,91,653
2024-03-06,A088,Support,427,40,46,515
2024-02-27,A107,Retention,417,58,29,505
2024-02-14,A060,Support,419,47,121,588
2024-03-11,A086,Retention,466,90,95,652
2024-02-23,A100,Retention,494,87,50,632
2024-02-23,A111,Retention,545,30,67,643
2024-02-13,A082,Support,438,55,116,610
2024-01-12,A023,Support,437,56,109,604
2024-02-06,A044,Support,289,60,29,379
2024-01-29,A005,Retention,445,57,83,587
2024-02-10,A077,Support,433,61,95,590
2024-01-24,A082,Retention,465,68,76,609
2024-02-15,A075,Retention,605,51,117,774
2024-02-02,A088,Retention,493,70,91,655
2024-01-18,A050,Support,474,44,79,598
2024-02-05,A022,Support,429,22,40,492
2024-01-14,A011,Retention,579,75,114,770
2024-03-17,A120,Retention,430,82,70,583
2024-01-04,A098,Retention,430,39,135,605
2024-01-08,A045,Support,387,45,105,538
2024-02-13,A073,Support,468,30,96,595
2024-03-08,A091,Support,493,13,109,615
2024-03-20,A020,Retention,489,45,105,641
2024-02-17,A050,Retention,499,31,90,621
2024-01-21,A069,Support,462,43,95,602
2024-01-23,A081,Support,373,54,118,547
2024-03-03,A082,Support,506,52,66,625
2024-02-27,A062,Retention,612,35,63,712
2024-02-16,A062,Retention,584,29,103,716
2024-03-01,A010,Support,428,69,138,636
2024-01-14,A094,Retention,591,49,89,729
2024-01-03,A014,Support,383,54,90,527
2024-02-05,A094,Support,417,58,81,557
2024-03-20,A023,Support,302,65,127,495
2024-02-29,A028,Support,313,56,98,468
2024-01-22,A055,Retention,463,38,76,578
2024-03-10,A086,Retention,545,68,79,693
2024-01-15,A055,Support,349,33,105,488
2024-03-01,A078,Support,379,51,77,508
2024-01-09,A058,Support,432,71,139,643
2024-01-16,A096,Retention,441,33,101,577
2024-02-23,A055,Retention,522,59,71,654
2024-02-24,A005,Support,383,55,112,551
2024-01-10,A023,Support,521,64,69,655
2024-02-13,A064,Retention,538,79,58,677
2024-03-04,A042,Support,491,58,67,618
2024-03-09,A030,Support,299,86,135,521
2024-01-27,A079,Retention,525,94,70,690
2024-03-24,A042,Retention,562,60,83,706
2024-01-03,A015,Retention,523,90,87,700
2024-01-12,A049,Retention,541,75,43,660
2024-02-17,A062,Retention,506,84,89,680
2024-02-10,A010,Retention,468,63,129,662
2024-02-08,A048,Support,432,58,74,565
2024-02-14,A113,Support,465,44,101,612
2024-03-30,A118,Retention,380,59,79,519
2024-02-25,A061,Retention,483,60,137,681
2024-02-04,A111,Retention,424,48,107,579
2024-02-14,A003,Support,499,60,127,687
2024-02-09,A097,Support,568,84,99,753
2024-02-27,A089,Retention,485,69,108,663
2024-02-06,A093,Support,480,50,82,613
2024-01-16,A050,Retention,480,94,138,713
2024-02-07,A059,Retention,546,56,63,666
2024-03-28,A042,Retention,497,60,134,692
2024-03-23,A040,Retention,528,58,84,671
2024-02-13,A075,Retention,444,65,92,601
2024-03-03,A040,Retention,529,78,122,730
2024-01-31,A057,Retention,462,90,115,669
2024-03-14,A075,Retention,445,72,84,602
2024-03-14,A076,Support,270,76,125,472
2024-01-06,A077,Retention,565,60,81,707
2024-02-16,A048,Retention,655,30,59,745
2024-02-19,A008,Retention,422,55,61,539
2024-01-01,A030,Retention,583,42,139,765
2024-02-27,A116,Retention,592,61,140,794
2024-02-21,A086,Retention,457,82,68,608
2024-03-25,A002,Support,433,78,76,588
2024-02-10,A092,Retention,607,100,53,760
2024-01-07,A102,Support,452,45,84,582
2024-03-27,A081,Retention,509,52,81,643
2024-01-10,A007,Retention,513,82,104,699
2024-02-22,A076,Support,450,86,116,653
2024-01-14,A101,Support,455,45,95,595
2024-01-10,A088,Retention,491,44,79,615
2024-03-09,A074,Retention,540,57,144,742
2024-03-07,A107,Support,573,54,55,683
2024-03-08,A108,Support,373,75,77,526
2024-03-21,A019,Support,477,47,46,571
2024-03-24,A006,Support,466,13,90,570
2024-03-27,A090,Support,325,52,150,528
2024-01-28,A008,Support,335,51,49,436
2024-01-04,A025,Retention,614,65,134,814
2024-03-21,A117,Retention,514,91,73,679
2024-02-21,A074,Support,458,101,41,601
2024-03-22,A045,Retention,528,70,69,668
2024-01-11,A033,Retention,520,67,135,724
2024-01-08,A067,Support,367,74,143,585
2024-03-01,A068,Retention,563,26,55,646
2024-02-28,A031,Support,498,47,96,642
2024-01-06,A110,Retention,469,63,128,661
2024-03-14,A105,Support,401,101,77,579
2024-02-05,A116,Support,531,50,108,690
2024-01-07,A064,Retention,553,10,98,662
2024-03-06,A089,Retention,637,72,44,754
2024-03-07,A110,Retention,449,38,90,579
2024-01-03,A019,Support,366,57,55,479
2024-02-21,A039,Support,541,84,74,699
2024-03-26,A041,Support,359,80,115,555
2024-02-02,A025,Retention,482,59,161,703
2024-02-16,A045,Support,458,39,92,590
2024-01-30,A106,Support,417,61,84,562
2024-03-04,A066,Support,494,74,134,704
2024-01-15,A058,Retention,509,65,50,624
2024-03-04,A064,Support,337,53,108,499
2024-01-01,A069,Support,584,104,104,793
2024-01-05,A037,Support,451,55,70,577
2024-03-29,A108,Retention,466,58,109,634
2024-03-18,A081,Retention,499,50,96,647
2024-01-06,A069,Support,329,55,69,454
2024-03-25,A119,Support,423,52,72,548
2024-03-25,A003,Support,357,31,95,485
2024-03-18,A013,Support,461,45,82,590
2024-03-22,A104,Support,407,40,54,502
2024-03-23,A039,Retention,572,52,42,667
2024-02-21,A110,Retention,512,43,63,618
2024-03-14,A049,Support,478,82,96,658
2024-02-09,A042,Support,517,50,102,671
2024-01-21,A013,Retention,441,64,75,581
2024-01-10,A114,Support,393,64,82,540
2024-02-25,A065,Support,490,44,46,581
2024-02-25,A053,Retention,624,40,85,750
2024-03-25,A073,Retention,466,58,121,647
2024-02-24,A089,Retention,641,28,71,742
2024-01-22,A049,Retention,536,64,71,672
2024-03-20,A030,Retention,556,82,131,770
2024-03-08,A119,Support,433,60,42,536
2024-02-26,A058,Retention,528,60,63,651
2024-01-01,A092,Support,447,77,120,646
2024-02-12,A083,Support,367,80,9,457
2024-03-24,A046,Support,365,93,129,589
2024-02-26,A092,Retention,550,83,60,694
2024-02-04,A062,Support,277,42,103,423
2024-02-26,A040,Retention,543,63,67,674
2024-02-02,A010,Retention,602,30,67,700
2024-01-15,A011,Retention,566,49,81,698
2024-03-20,A077,Support,555,79,89,724
2024-01-03,A031,Retention,556,72,87,717
2024-01-22,A057,Retention,399,99,74,573
2024-01-12,A062,Retention,484,50,87,622
2024-03-24,A100,Support,390,69,53,513
2024-01-13,A041,Retention,575,65,79,721
2024-01-26,A014,Retention,458,72,86,617
2024-03-11,A100,Support,428,73,86,587
2024-02-16,A084,Retention,486,79,126,691
2024-01-24,A076,Retention,483,32,90,606
2024-02-20,A093,Support,399,52,135,588
2024-01-14,A104,Retention,428,68,54,551
2024-01-18,A029,Support,339,79,78,497
2024-02-05,A055,Retention,606,59,70,735
2024-03-30,A080,Retention,540,51,92,684
2024-01-19,A001,Support,553,59,80,692
2024-03-21,A098,Support,452,73,65,592
2024-02-22,A002,Support,535,39,111,686
2024-02-03,A068,Support,494,27,87,609
2024-02-15,A114,Retention,635,77,122,834
2024-03-06,A022,Support,470,41,72,583
2024-02-07,A044,Support,453,32,61,547
2024-01-16,A067,Retention,482,61,113,658
2024-01-22,A095,Support,388,27,75,490
2024-01-31,A105,Retention,534,32,80,648
2024-02-23,A066,Support,375,88,111,574
2024-01-22,A017,Retention,403,1,47,452
2024-03-15,A084,Support,359,55,82,497
2024-01-19,A041,Retention,386,61,131,579
2024-03-01,A011,Support,389,71,91,552
2024-03-05,A059,Support,369,88,76,534
2024-02-11,A109,Support,286,54,63,404
2024-01-10,A053,Retention,408,62,82,554
2024-01-09,A062,Retention,533,85,94,713
2024-02-22,A054,Retention,687,55,84,828
2024-01-21,A041,Retention,513,46,67,628
2024-03-17,A001,Retention,529,67,52,650
2024-03-10,A065,Retention,555,61,95,712
2024-01-28,A073,Retention,567,52,58,679
2024-03-05,A068,Support,456,52,126,635
2024-01-03,A001,Support,393,89,82,565
2024-01-10,A102,Retention,528,87,133,749
2024-03-17,A049,Support,448,51,92,592
2024-03-17,A093,Support,406,53,116,576
2024-01-08,A003,Support,494,38,65,598
2024-03-23,A076,Support,403,49,120,573
2024-01-13,A057,Support,437,87,63,588
2024-03-12,A047,Retention,603,65,81,751
2024-01-22,A048,Support,439,64,56,560
2024-03-03,A001,Retention,525,37,103,666
2024-02-05,A061,Retention,464,75,128,669
2024-01-22,A013,Retention,504,66,83,654
2024-01-12,A119,Retention,487,51,85,624
2024-01-14,A035,Support,387,84,108,580
2024-02-15,A026,Retention,618,47,111,778
2024-03-29,A030,Retention,380,92,74,547
2024-03-07,A062,Retention,598,43,125,767
2024-03-07,A015,Support,419,58,83,561
2024-03-30,A098,Support,478,30,47,555
2024-01-08,A073,Support,452,60,42,556
2024-03-18,A052,Support,380,52,97,530
2024-03-21,A058,Support,494,54,44,593
2024-01-12,A109,Retention,557,49,66,673
2024-01-04,A106,Retention,572,36,146,755
2024-01-05,A013,Support,426,43,139,608
2024-01-17,A041,Retention,558,20,76,655
2024-01-03,A037,Support,438,69,107,615
2024-02-29,A102,Retention,557,75,75,708
2024-03-27,A081,Retention,543,82,120,746
2024-02-29,A066,Support,411,72,77,562
2024-01-16,A064,Support,473,66,145,684
2024-03-19,A113,Retention,565,74,105,744
2024-01-15,A064,Support,298,70,50,419
2024-03-17,A078,Support,427,80,51,559
2024-03-06,A066,Retention,570,30,72,673
2024-01-15,A067,Retention,563,58,80,701
2024-03-07,A040,Retention,489,60,97,647
2024-03-10,A009,Support,499,67,104,670
2024-03-23,A023,Support,557,53,82,692
2024-03-05,A006,Support,438,42,108,588
2024-01-23,A007,Retention,410,93,35,539
2024-02-04,A068,Retention,532,49,73,655
2024-03-20,A046,Support,296,87,87,471
2024-03-14,A004,Retention,433,85,103,622
2024-02-02,A026,Retention,489,75,149,714
2024-03-12,A034,Support,332,97,111,542
2024-03-19,A063,Support,397,57,67,522
2024-02-19,A092,Support,418,47,124,591
2024-03-05,A118,Retention,418,13,81,513
2024-01-19,A044,Retention,628,39,35,703
2024-01-09,A009,Support,348,74,126,548
2024-02-24,A031,Support,558,60,113,733
2024-03-12,A010,Support,478,77,75,631
2024-02-19,A100,Retention,536,79,119,735
2024-02-28,A068,Support,337,52,73,463
2024-01-22,A085,Support,451,50,58,560
2024-02-04,A070,Retention,481,32,87,601
2024-01-21,A006,Support,425,77,129,633
2024-03-01,A062,Support,480,32,164,677
2024-01-30,A077,Retention,566,59,150,775
2024-02-29,A118,Support,550,101,122,774
2024-01-04,A028,Retention,501,69,49,620
2024-02-17,A089,Retention,570,35,87,693
2024-02-01,A030,Support,417,49,63,530
2024-03-07,A021,Retention,540,48,76,665
2024-03-20,A058,Support,395,52,143,591
2024-02-24,A060,Retention,540,58,111,710
2024-02-04,A094,Retention,498,82,14,595
2024-03-02,A051,Support,362,39,105,507
2024-01-19,A052,Retention,573,47,79,700
2024-03-06,A076,Retention,519,36,119,675
2024-02-21,A013,Retention,590,71,44,707
2024-01-12,A084,Support,410,71,67,549
2024-01-08,A113,Retention,550,55,101,707
2024-02-15,A108,Retention,391,61,145,598
2024-03-15,A116,Support,456,40,101,598
2024-03-18,A065,Retention,488,69,91,649
2024-01-07,A047,Retention,481,12,62,556
2024-01-19,A068,Retention,493,85,93,671
2024-01-07,A005,Support,403,56,73,533
2024-01-13,A087,Retention,500,38,101,641
2024-02-22,A046,Retention,491,52,93,637
2024-01-30,A015,Retention,477,33,101,612
2024-03-23,A111,Retention,587,54,58,700
2024-02-28,A113,Retention,532,73,58,664
2024-02-11,A002,Support,413,39,47,500
2024-03-02,A004,Support,515,38,52,605
2024-02-12,A113,Support,387,107,54,549
2024-03-20,A017,Retention,665,51,80,796
2024-03-19,A017,Support,356,48,77,482
2024-02-11,A059,Support,405,69,43,518
2024-03-16,A053,Retention,450,36,111,598
2024-02-09,A093,Support,361,12,75,449
2024-01-14,A120,Retention,456,52,90,599
2024-01-26,A072,Retention,493,42,48,583
2024-01-28,A025,Retention,511,58,65,636
2024-01-08,A005,Support,536,51,115,703
2024-03-25,A072,Retention,430,50,45,527
2024-03-05,A092,Retention,492,48,98,638
2024-02-20,A008,Retention,491,53,77,621
2024-02-02,A075,Retention,527,54,103,685
2024-01-04,A080,Support,417,33,87,538
2024-01-11,A083,Support,477,52,71,601
2024-03-21,A067,Support,501,97,90,690
2024-01-17,A078,Retention,483,61,76,620
2024-03-17,A070,Retention,510,41,44,596
2024-01-21,A050,Retention,551,33,83,667
2024-01-31,A100,Support,366,82,130,579
2024-02-11,A094,Retention,494,47,-18,523
2024-01-30,A079,Support,408,50,109,568
2024-02-02,A048,Retention,480,72,62,615
2024-03-22,A095,Support,368,7,103,480
2024-02-20,A108,Retention,589,60,91,741
2024-01-22,A001,Retention,542,81,140,765
2024-02-05,A067,Retention,490,94,76,661
2024-02-06,A039,Retention,496,65,71,633
2024-02-05,A043,Support,394,40,72,507
2024-01-03,A100,Retention,503,69,86,660
2024-01-04,A120,Support,475,57,144,676
2024-01-25,A084,Support,380,62,53,497
2024-01-05,A073,Support,480,35,86,602
2024-02-09,A033,Support,453,83,112,648
2024-02-09,A048,Support,423,43,53,520
2024-01-16,A031,Support,298,67,83,449
2024-02-07,A067,Support,485,54,108,648
2024-02-18,A015,Retention,464,68,103,636
2024-01-25,A055,Support,390,66,96,552
2024-02-21,A061,Support,514,67,68,650
2024-02-04,A111,Retention,432,44,47,524
2024-02-13,A101,Retention,492,81,55,629
2024-01-28,A023,Retention,517,56,112,687
2024-01-26,A082,Support,556,60,106,724
2024-01-14,A083,Retention,513,93,101,708
2024-03-04,A100,Retention,467,38,101,607
2024-02-08,A011,Support,376,90,154,621
2024-02-22,A091,Support,403,54,84,542
2024-03-03,A094,Support,455,83,118,657
2024-01-13,A080,Retention,476,57,21,555
2024-02-24,A007,Support,313,31,74,419
2024-02-16,A117,Retention,395,77,67,540
2024-01-29,A095,Support,499,24,123,647
2024-02-12,A071,Retention,477,64,135,676
2024-02-03,A023,Support,418,64,173,656
2024-01-31,A102,Retention,512,60,82,655
2024-02-26,A033,Retention,559,20,98,678
2024-01-08,A108,Support,505,72,76,654
2024-03-21,A034,Retention,606,39,91,738
2024-03-23,A062,Retention,514,102,21,637
2024-03-09,A020,Retention,481,55,112,649
2024-03-06,A109,Retention,505,91,94,691
2024-01-24,A071,Support,416,80,114,611
2024-01-09,A012,Retention,619,73,102,795
2024-03-14,A009,Retention,543,58,124,726
2024-02-04,A114,Retention,492,62,97,653
2024-03-13,A058,Support,445,42,53,541
2024-01-10,A010,Support,301,28,147,477
2024-01-20,A081,Retention,512,35,68,616
2024-02-19,A111,Support,327,53,111,493
2024-03-13,A017,Support,386,72,98,556
2024-02-19,A085,Support,402,75,126,605
2024-01-14,A006,Support,430,31,73,536
2024-03-07,A074,Support,461,43,72,578
2024-01-05,A047,Support,397,39,83,521
2024-01-07,A039,Support,388,50,95,533
2024-01-29,A001,Support,431,46,102,580
2024-01-06,A047,Retention,406,83,87,577
2024-02-24,A038,Retention,457,51,151,660
2024-03-21,A105,Retention,491,25,82,598
2024-03-09,A091,Support,487,36,83,608
2024-01-24,A076,Support,322,54,74,451
2024-01-06,A057,Support,358,38,120,517
2024-02-24,A115,Retention,410,99,117,627
2024-03-26,A067,Retention,505,89,131,726
2024-01-17,A097,Support,395,84,75,556
2024-01-18,A032,Support,444,36,132,613
2024-01-27,A114,Retention,585,73,87,745
2024-03-09,A056,Support,474,54,80,609
2024-01-12,A089,Support,372,47,90,510
2024-02-23,A032,Retention,527,50,96,674
2024-01-16,A032,Retention,549,49,92,691
2024-02-22,A061,Retention,581,83,87,752
2024-02-08,A021,Support,439,53,118,611
2024-02-19,A112,Support,559,57,135,752
2024-01-06,A119,Support,357,59,99,516
2024-01-15,A022,Support,461,40,83,585
2024-02-16,A079,Retention,484,45,120,650
2024-03-17,A092,Support,491,38,87,617
2024-01-19,A074,Support,450,71,59,581
2024-01-28,A081,Support,415,93,118,626
2024-01-08,A024,Support,499,30,63,593
2024-03-30,A039,Support,427,22,108,559
2024-03-28,A114,Support,377,71,70,519
2024-01-15,A003,Support,336,72,34,443
2024-01-29,A004,Support,373,63,61,498
2024-01-22,A035,Retention,458,45,57,560
2024-01-09,A089,Retention,516,88,68,673
2024-02-10,A032,Retention,526,54,100,682
2024-02-06,A084,Retention,554,45,69,669
2024-02-23,A072,Support,450,29,112,591
2024-02-21,A028,Retention,608,58,130,797
2024-01-04,A001,Support,510,69,120,700
2024-01-30,A088,Support,473,87,74,635
2024-01-29,A072,Retention,521,59,89,670
2024-03-24,A040,Retention,434,67,104,607
2024-02-18,A091,Retention,526,50,116,692
2024-01-01,A036,Retention,379,80,97,557
2024-03-17,A091,Retention,428,35,114,578
2024-01-03,A060,Retention,556,60,81,699
2024-03-10,A021,Support,398,37,115,552
2024-01-09,A015,Support,526,68,66,661
2024-01-12,A002,Retention,538,94,130,764
2024-02-20,A079,Support,353,62,87,503
2024-01-19,A085,Support,346,81,59,488
2024-02-12,A067,Retention,519,55,123,698
2024-02-29,A035,Retention,510,61,117,690
2024-02-21,A007,Support,394,33,120,548
2024-02-25,A086,Retention,583,88,96,767
2024-01-22,A115,Retention,549,53,50,652
2024-03-23,A033,Retention,611,4,40,655
2024-03-05,A031,Retention,560,37,56,654
2024-01-19,A033,Support,361,79,107,547
2024-02-01,A103,Retention,542,32,42,617
2024-02-14,A012,Retention,462,40,78,581
2024-02-19,A081,Support,417,60,98,576
2024-01-12,A020,Support,478,37,121,637
2024-01-02,A083,Support,393,65,108,567
2024-01-05,A030,Retention,412,71,96,580
2024-03-28,A013,Support,422,71,39,534
2024-01-17,A109,Support,382,105,171,659
2024-03-26,A029,Support,467,70,98,635
2024-03-18,A091,Support,478,103,116,698
2024-01-21,A001,Retention,451,78,100,630
2024-01-09,A067,Retention,416,54,28,499
2024-03-02,A003,Support,427,19,84,532
2024-02-09,A087,Retention,532,97,86,716
2024-03-27,A028,Retention,540,59,122,722
2024-01-21,A039,Support,438,93,56,588
2024-01-17,A109,Retention,555,68,141,765
2024-02-15,A020,Retention,453,39,59,552
2024-01-14,A002,Retention,546,49,149,745
2024-02-23,A095,Support,402,57,65,525
2024-03-27,A054,Retention,724,63,68,856
2024-01-21,A061,Support,366,68,85,520
2024-02-24,A112,Retention,612,63,74,751
2024-01-03,A113,Support,461,43,17,522
2024-01-20,A106,Support,462,60,101,624
2024-03-22,A020,Support,529,92,51,672
2024-03-18,A012,Support,507,84,121,712
2024-02-02,A064,Retention,567,55,71,694
2024-01-03,A092,Support,531,57,107,697
2024-03-26,A101,Support,510,89,57,657
2024-01-28,A010,Retention,524,74,106,704
2024-01-08,A049,Support,442,33,101,577
2024-01-27,A036,Retention,544,49,58,652
2024-03-16,A108,Support,377,19,89,487
2024-02-20,A082,Support,470,37,79,587
2024-01-01,A008,Retention,534,50,86,671
2024-03-26,A010,Retention,529,73,141,744
2024-03-01,A041,Support,416,59,104,579
2024-03-03,A042,Support,369,9,71,450
2024-02-21,A010,Support,530,57,92,680
2024-01-17,A037,Support,384,51,89,525
2024-01-18,A001,Support,335,51,83,470
2024-03-24,A070,Retention,577,64,141,783
2024-02-18,A113,Support,465,49,88,603
2024-01-13,A011,Support,411,61,30,503
2024-03-17,A093,Retention,568,73,128,770
2024-02-15,A041,Support,323,82,58,463
2024-01-22,A029,Retention,524,36,97,658
2024-03-28,A070,Retention,469,71,50,590
2024-02-27,A008,Retention,456,90,94,641
2024-03-18,A072,Retention,534,20,95,650
2024-03-07,A029,Support,456,57,139,654
2024-03-08,A078,Support,404,50,73,528
2024-01-11,A035,Retention,496,33,70,600
2024-03-20,A054,Support,393,66,117,578
2024-03-11,A111,Retention,422,41,116,580
2024-03-10,A087,Support,374,62,81,518
2024-03-20,A082,Retention,553,81,96,731
2024-03-22,A043,Support,536,36,83,657
